,user_id,movie_id,rating
257,5,366,3
258,5,367,3
259,5,368,1
260,5,371,1
261,5,373,3
262,5,374,3
263,5,375,3
264,5,378,1
265,5,380,3
266,5,381,1
267,5,383,3
268,5,386,2
269,5,387,3
270,5,390,5
271,5,392,2
272,5,395,2
273,5,396,5
274,5,398,2
275,5,399,3
276,5,401,5
277,5,404,2
278,5,405,3
279,5,406,1
280,5,408,5
281,5,409,2
282,5,412,3
283,5,414,3
284,5,415,1
285,5,416,1
286,5,419,3
287,5,420,3
288,5,425,2
289,5,427,3
290,5,430,5
291,5,431,3
292,5,432,4
293,5,434,5
294,5,437,1
295,5,438,1
296,5,440,1
297,5,442,1
298,5,443,4
299,5,446,4
300,5,447,3
301,5,448,2
302,5,449,2
303,5,450,1
304,5,451,1
305,5,452,1
306,5,455,4
307,5,456,1
308,6,1,4
309,6,7,2
310,6,8,4
311,6,9,4
312,6,12,4
313,6,13,2
314,6,21,3
315,6,22,3
316,6,47,3
317,6,50,4
318,6,64,4
319,6,71,4
320,6,79,3
321,6,89,4
322,6,111,2
323,6,127,5
324,6,132,5
325,6,137,5
326,6,153,4
327,6,165,5
328,6,166,4
329,6,168,4
330,6,169,4
331,6,170,4
332,6,173,5
333,6,174,4
334,6,177,4
335,6,178,4
336,6,182,4
337,6,185,5
338,6,186,4
339,6,191,4
340,6,192,4
341,6,194,4
342,6,200,3
343,6,202,3
344,6,203,3
345,6,216,5
346,6,223,4
347,6,237,2
348,6,242,4
349,6,246,3
350,6,257,2
351,6,259,1
352,6,261,3
353,6,268,3
354,6,272,4
355,6,274,4
356,6,285,3
357,6,293,3
358,6,298,3
359,6,302,4
360,6,303,3
361,6,306,4
362,6,308,3
363,6,309,2
364,6,310,2
365,6,317,3
366,6,321,3
367,6,340,2
368,6,367,2
369,6,405,1
370,6,408,4
371,6,410,4
372,6,419,4
373,6,425,3
374,6,427,4
375,6,435,4
376,6,460,2
377,6,461,4
378,6,462,5
379,6,464,2
380,6,465,1
381,6,468,3
382,6,472,1
383,6,473,2
384,6,474,5
385,6,482,4
386,6,485,5
387,6,489,5
388,6,490,5
389,6,491,4
390,6,493,5
391,6,494,4
392,6,495,4
393,6,496,4
394,6,497,4
395,6,501,5
396,6,502,4
397,6,503,3
398,6,504,3
399,6,505,4
400,6,507,4
401,6,510,4
402,6,512,4
403,6,514,5
404,6,516,4
405,6,519,5
406,6,520,4
407,6,522,5
408,6,527,4
409,6,529,4
410,6,530,4
411,6,531,4
412,6,533,4
413,6,535,2
414,6,536,4
415,6,537,4
416,6,538,2
417,6,539,2
418,7,4,5
419,7,9,5
420,7,11,3
421,7,12,5
422,7,23,3
423,7,25,3
424,7,27,4
425,7,29,3
426,7,31,4
427,7,39,5
428,7,47,5
429,7,50,5
430,7,51,2
431,7,52,4
432,7,56,5
433,7,62,3
434,7,64,5
435,7,68,4
436,7,69,5
437,7,70,1
438,7,71,5
439,7,73,3
440,7,77,5
441,7,80,4
442,7,86,4
443,7,91,3
444,7,96,5
445,7,97,5
446,7,98,4
447,7,99,5
448,7,100,5
449,7,125,4
450,7,132,5
451,7,134,4
452,7,135,5
453,7,140,5
454,7,141,5
455,7,143,3
456,7,144,5
457,7,145,1
458,7,152,4
459,7,157,5
460,7,164,5
461,7,173,5
462,7,175,5
463,7,178,4
464,7,179,5
465,7,180,5
466,7,186,4
467,7,187,4
468,7,192,4
469,7,194,5
470,7,197,4
471,7,198,3
472,7,199,5
473,7,201,2
474,7,202,3
475,7,204,5
476,7,211,5
477,7,213,3
478,7,214,5
479,7,215,4
480,7,216,4
481,7,217,4
482,7,219,1
483,7,229,3
484,7,230,3
485,7,231,3
486,7,234,5
487,7,237,5
488,7,238,5
489,7,258,4
490,7,265,5
491,7,275,4
492,7,286,4
493,7,294,1
494,7,309,3
495,7,317,4
496,7,318,5
497,7,324,1
498,7,341,3
499,7,356,4
500,7,357,5
501,7,365,4
502,7,367,5
503,7,379,4
504,7,380,4
505,7,384,3
506,7,386,4
507,7,387,3
508,7,391,3
509,7,402,5
510,7,403,4
511,7,405,3
512,7,415,2
513,7,416,5
514,7,417,3
515,7,419,3
516,7,421,3
517,7,427,5
518,7,429,5
519,7,433,5
520,7,434,4
521,7,436,5
522,7,440,1
523,7,441,2
524,7,443,5
525,7,444,5
526,7,446,2
527,7,447,5
528,7,449,3
529,7,452,5
530,7,463,4
531,7,465,4
532,7,470,3
533,7,474,5
534,7,487,3
535,7,488,4
536,7,499,4
537,7,502,5
538,7,503,4
539,7,506,5
540,7,507,5
541,7,509,5
542,7,510,5
543,7,513,4
544,7,521,5
545,7,523,4
546,7,527,5
547,7,529,2
548,7,540,3
549,7,544,3
550,7,545,2
551,7,546,4
552,7,547,3
553,7,549,4
554,7,551,1
555,7,552,4
556,7,556,3
557,7,557,4
558,7,558,4
559,7,561,4
560,7,565,4
561,7,566,4
562,7,568,5
563,7,569,4
564,7,571,3
565,7,572,3
566,7,573,5
567,7,574,5
568,7,575,3
569,7,577,2
570,7,578,3
571,7,583,2
572,7,584,4
573,7,585,4
574,7,586,3
575,7,588,4
576,7,590,2
577,7,591,3
578,7,592,5
579,7,593,5
580,7,594,3
581,7,595,2
582,7,596,5
583,7,597,3
584,7,598,3
585,7,600,4
586,7,601,5
587,7,602,3
588,7,603,4
589,7,605,4
590,7,606,3
591,7,607,3
592,7,609,3
593,7,610,5
594,7,611,3
595,7,612,5
596,7,613,4
597,7,615,4
598,7,616,4
599,7,617,5
600,7,620,4
601,7,625,3
602,7,628,3
603,7,629,3
604,7,631,4
605,7,632,5
606,7,634,5
607,7,635,3
608,7,638,4
609,7,639,5
610,7,640,3
611,7,641,5
612,7,646,5
613,7,649,5
614,7,651,5
615,7,652,3
616,7,655,5
617,7,656,3
618,7,660,5
619,7,663,5
620,7,664,3
621,7,665,4
622,7,666,4
623,7,668,4
624,7,670,5
625,7,671,5
626,7,672,1
627,7,677,3
628,7,678,3
629,7,679,5
630,7,682,2
631,8,11,3
632,8,55,5
633,8,82,5
634,8,96,3
635,8,174,5
636,8,177,4
637,8,181,4
638,8,187,4
639,8,195,5
640,8,222,5
641,8,227,4
642,8,228,5
643,8,229,5
644,8,233,4
645,8,241,4
646,8,243,2
647,8,259,1
648,8,260,3
649,8,273,3
650,8,336,3
651,8,341,2
652,8,358,2
653,8,403,4
654,8,431,2
655,8,435,5
656,8,510,4
657,8,518,4
658,8,566,3
659,8,684,4
660,8,688,1
661,9,7,4
662,9,50,5
663,9,201,5
664,9,242,4
665,9,276,4
666,9,294,4
667,9,371,5
668,9,385,5
669,9,402,4
670,9,483,5
671,9,615,4
672,9,690,1
673,10,9,4
674,10,11,4
675,10,12,5
676,10,23,5
677,10,32,4
678,10,33,4
679,10,40,4
680,10,50,5
681,10,59,4
682,10,60,3
683,10,69,4
684,10,70,4
685,10,82,4
686,10,85,4
687,10,93,4
688,10,116,4
689,10,129,4
690,10,134,5
691,10,137,4
692,10,153,4
693,10,157,5
694,10,161,4
695,10,162,4
696,10,170,4
697,10,174,4
698,10,178,5
699,10,179,5
700,10,180,5
701,10,182,5
702,10,185,5
703,10,192,4
704,10,197,5
705,10,198,3
706,10,205,5
707,10,211,5
708,10,216,4
709,10,221,4
710,10,230,4
711,10,238,4
712,10,245,4
713,10,273,4
714,10,274,4
715,10,276,4
716,10,286,4
717,10,302,4
718,10,319,3
719,10,333,4
720,10,334,4
721,10,357,5
722,10,404,4
723,10,414,4
724,10,430,3
725,10,432,4
726,10,462,3
727,10,467,4
728,10,470,4
729,10,478,5
730,10,479,5
731,10,480,5
732,10,482,4
733,10,484,5
734,10,499,4
735,10,502,4
736,10,510,5
737,10,511,4
738,10,513,4
739,10,518,4
740,10,525,5
741,10,527,4
742,10,529,3
743,10,530,4
744,10,531,5
745,10,582,4
746,10,589,5
747,10,602,5
748,10,604,4
749,10,606,5
750,10,610,4
751,10,617,5
752,10,629,4
753,10,654,5
754,10,663,3
755,10,664,4
756,10,686,4
757,10,692,4
758,10,693,4
759,10,694,5
760,10,697,3
761,10,699,4
762,10,700,4
763,10,701,4
764,10,707,5
765,10,708,4
766,10,709,4
767,11,8,4
768,11,11,2
769,11,15,5
770,11,24,3
771,11,25,3
772,11,28,5
773,11,29,3
774,11,39,3
775,11,42,3
776,11,52,3
777,11,54,3
778,11,56,4
779,11,57,2
780,11,58,3
781,11,69,3
782,11,70,4
783,11,79,4
784,11,83,5
785,11,86,4
786,11,88,3
787,11,98,2
788,11,107,4
789,11,121,3
790,11,123,3
791,11,125,4
792,11,168,3
793,11,173,5
794,11,176,3
795,11,180,2
796,11,196,5
797,11,208,4
798,11,211,3
799,11,213,4
800,11,222,3
801,11,228,3
802,11,229,4
803,11,237,4
804,11,238,3
805,11,239,4
806,11,258,5
807,11,259,3
808,11,274,3
809,11,286,5
810,11,290,3
811,11,301,4
812,11,317,4
813,11,318,5
814,11,324,1
815,11,332,5
816,11,356,4
817,11,357,5
818,11,365,3
819,11,367,3
820,11,370,3
821,11,372,4
822,11,382,3
823,11,386,3
824,11,393,4
825,11,399,3
826,11,401,3
827,11,405,3
828,11,414,3
829,11,423,5
830,11,427,4
831,11,430,3
832,11,431,2
833,11,433,4
834,11,434,4
835,11,449,3
836,11,451,2
837,11,504,3
838,11,508,4
839,11,526,3
840,11,527,4
841,11,544,4
842,11,549,4
843,11,577,3
844,11,580,5
845,11,603,4
846,11,646,3
847,11,654,3
848,11,659,5
849,11,662,3
850,11,690,4
851,11,692,4
852,11,699,4
853,11,707,5
854,11,715,3
855,11,716,3
856,11,717,2
857,11,718,5
858,11,719,3
859,11,724,3
860,11,727,3
861,11,728,3
862,11,729,4
863,11,731,4
864,11,737,4
865,11,738,3
866,11,742,3
867,11,745,5
868,11,747,3
869,11,748,1
870,11,749,5
871,11,750,5
872,12,4,5
873,12,69,5
874,12,88,5
875,12,98,5
876,12,127,4
877,12,133,4
878,12,159,4
879,12,161,5
880,12,168,4
881,12,170,4
882,12,174,5
883,12,195,4
884,12,202,4
885,12,203,3
886,12,215,4
887,12,216,5
888,12,228,4
889,12,238,5
890,12,242,5
891,12,328,4
892,12,392,4
893,12,416,3
894,12,480,4
895,12,591,5
896,12,708,3
897,13,1,3
898,13,4,5
899,13,5,1
900,13,7,2
901,13,8,4
902,13,9,3
903,13,12,5
904,13,13,5
905,13,17,1
906,13,22,4
907,13,23,5
908,13,28,5
909,13,32,4
910,13,33,5
911,13,37,1
912,13,38,3
913,13,39,3
914,13,49,4
915,13,50,5
916,13,51,3
917,13,53,1
918,13,58,4
919,13,60,4
920,13,62,5
921,13,67,1
922,13,68,3
923,13,69,4
924,13,70,3
925,13,78,1
926,13,79,3
927,13,82,2
928,13,83,2
929,13,86,1
930,13,87,5
931,13,89,4
932,13,91,2
933,13,92,3
934,13,95,5
935,13,96,4
936,13,99,4
937,13,110,3
938,13,111,5
939,13,116,5
940,13,117,3
941,13,127,5
942,13,128,1
943,13,132,4
944,13,135,5
945,13,138,1
946,13,141,2
947,13,143,1
948,13,145,2
949,13,152,5
950,13,155,2
951,13,157,3
952,13,158,1
953,13,160,4
954,13,163,3
955,13,164,3
956,13,165,3
957,13,166,5
958,13,170,5
959,13,172,5
960,13,174,4
961,13,175,4
962,13,176,3
963,13,177,5
964,13,179,2
965,13,182,5
966,13,183,4
967,13,184,1
968,13,187,5
969,13,188,4
970,13,191,3
971,13,193,5
972,13,194,5
973,13,197,4
974,13,199,5
975,13,200,3
976,13,202,5
977,13,204,5
978,13,205,2
979,13,209,3
980,13,211,4
981,13,216,3
982,13,218,1
983,13,222,3
984,13,223,5
985,13,224,4
986,13,225,2
987,13,227,5
988,13,228,4
989,13,231,3
990,13,233,4
991,13,234,5
992,13,235,2
993,13,237,5
994,13,239,4
995,13,241,3
996,13,242,2
997,13,260,1
998,13,262,4
999,13,264,4
1000,13,274,3
1001,13,275,3
1002,13,279,5
1003,13,280,4
1004,13,285,5
1005,13,286,3
1006,13,288,1
1007,13,292,5
1008,13,299,3
1009,13,306,3
1010,13,307,2
1011,13,310,4
1012,13,311,3
1013,13,313,4
1014,13,316,5
1015,13,321,2
1016,13,322,3
1017,13,323,3
1018,13,326,3
1019,13,327,3
1020,13,328,3
1021,13,329,2
1022,13,332,3
1023,13,336,2
1024,13,339,3
1025,13,342,4
1026,13,346,4
1027,13,347,5
1028,13,348,2
1029,13,350,2
1030,13,355,3
1031,13,357,3
1032,13,358,3
1033,13,362,4
1034,13,367,3
1035,13,370,1
1036,13,371,3
1037,13,382,1
1038,13,393,3
1039,13,394,2
1040,13,398,2
1041,13,400,4
1042,13,401,1
1043,13,403,2
1044,13,404,5
1045,13,406,1
1046,13,410,1
1047,13,411,2
1048,13,413,1
1049,13,417,2
1050,13,419,3
1051,13,424,1
1052,13,427,5
1053,13,429,5
1054,13,430,5
1055,13,432,4
1056,13,433,4
1057,13,435,5
1058,13,438,1
1059,13,439,1
1060,13,441,1
1061,13,442,1
1062,13,444,4
1063,13,445,4
1064,13,446,1
1065,13,448,1
1066,13,453,2
1067,13,455,3
1068,13,462,5
1069,13,463,5
1070,13,471,1
1071,13,473,4
1072,13,474,4
1073,13,475,3
1074,13,478,4
1075,13,484,5
1076,13,485,1
1077,13,491,4
1078,13,492,5
1079,13,494,4
1080,13,497,5
1081,13,504,5
1082,13,506,5
1083,13,507,1
1084,13,510,5
1085,13,511,5
1086,13,515,2
1087,13,518,4
1088,13,522,5
1089,13,523,4
1090,13,525,5
1091,13,527,5
1092,13,529,4
1093,13,531,3
1094,13,538,1
1095,13,541,1
1096,13,547,1
1097,13,549,4
1098,13,550,4
1099,13,551,1
1100,13,553,2
1101,13,554,2
1102,13,558,1
1103,13,559,1
1104,13,561,1
1105,13,563,1
1106,13,565,1
1107,13,566,5
1108,13,568,3
1109,13,569,2
1110,13,572,2
1111,13,573,3
1112,13,576,3
1113,13,578,3
1114,13,585,4
1115,13,586,3
1116,13,590,2
1117,13,602,4
1118,13,603,4
1119,13,606,4
1120,13,613,4
1121,13,619,3
1122,13,621,4
1123,13,629,1
1124,13,630,2
1125,13,631,3
1126,13,635,1
1127,13,636,2
1128,13,637,2
1129,13,638,3
1130,13,639,3
1131,13,646,4
1132,13,647,5
1133,13,650,2
1134,13,654,5
1135,13,655,5
1136,13,656,5
1137,13,657,4
1138,13,661,5
1139,13,662,5
1140,13,663,5
1141,13,667,1
1142,13,668,1
1143,13,669,1
1144,13,670,3
1145,13,671,3
1146,13,672,1
1147,13,674,3
1148,13,675,5
1149,13,679,4
1150,13,684,5
1151,13,686,5
1152,13,687,1
1153,13,688,1
1154,13,689,2
1155,13,690,3
1156,13,691,4
1157,13,692,4
1158,13,706,1
1159,13,709,4
1160,13,712,4
1161,13,722,3
1162,13,732,5
1163,13,733,5
1164,13,736,4
1165,13,737,4
1166,13,739,4
1167,13,740,1
1168,13,746,3
1169,13,747,4
1170,13,748,4
1171,13,749,3
1172,13,750,5
1173,13,751,5
1174,13,754,4
1175,13,756,2
1176,13,757,3
1177,13,758,1
1178,13,760,1
1179,13,761,4
1180,13,762,5
1181,13,763,1
1182,13,765,2
1183,13,767,1
1184,13,768,4
1185,13,769,3
1186,13,770,4
1187,13,771,3
1188,13,773,1
1189,13,774,1
1190,13,775,4
1191,13,777,1
1192,13,778,3
1193,13,779,3
1194,13,785,3
1195,13,789,5
1196,13,790,2
1197,13,791,5
1198,13,792,5
1199,13,793,5
1200,13,795,2
1201,13,796,3
1202,13,797,5
1203,13,798,2
1204,13,799,4
1205,13,800,1
1206,13,801,3
1207,13,803,3
1208,13,804,2
1209,13,806,5
1210,13,810,5
1211,13,811,5
1212,13,813,1
1213,13,815,4
1214,13,817,1
1215,13,818,3
1216,13,819,1
1217,13,822,3
1218,13,824,3
1219,13,825,1
1220,13,826,5
1221,13,827,3
1222,13,829,3
1223,13,832,4
1224,13,833,2
1225,13,834,1
1226,13,835,3
1227,13,837,4
1228,13,838,1
1229,13,841,1
1230,13,843,5
1231,13,845,3
1232,13,846,2
1233,13,849,1
1234,13,850,4
1235,13,851,5
1236,13,853,1
1237,13,855,4
1238,13,862,3
1239,13,863,4
1240,13,865,5
1241,13,867,5
1242,13,870,3
1243,13,871,2
1244,13,872,3
1245,13,873,1
1246,13,879,2
1247,13,880,3
1248,13,881,2
1249,13,882,3
1250,13,883,3
1251,13,884,2
1252,13,886,5
1253,13,889,3
1254,13,891,1
1255,13,893,3
1256,13,895,1
1257,13,896,5
1258,13,897,1
1259,13,899,1
1260,13,900,5
1261,13,902,3
1262,13,903,3
1263,13,904,1
1264,13,905,2
1265,13,909,5
1266,13,911,2
1267,13,914,2
1268,13,916,4
1269,13,917,4
1270,14,12,5
1271,14,19,5
1272,14,25,2
1273,14,32,5
1274,14,81,5
1275,14,96,4
1276,14,124,5
1277,14,127,2
1278,14,173,4
1279,14,186,4
1280,14,191,4
1281,14,195,5
1282,14,210,5
1283,14,222,4
1284,14,238,5
1285,14,240,5
1286,14,265,3
1287,14,276,4
1288,14,288,4
1289,14,302,5
1290,14,319,1
1291,14,382,5
1292,14,427,5
1293,14,428,4
1294,14,430,5
1295,14,473,5
1296,14,507,4
1297,14,523,4
1298,14,524,5
1299,14,525,5
1300,14,588,4
1301,14,628,5
1302,14,654,4
1303,14,663,5
1304,14,750,3
1305,14,762,3
1306,14,820,3
1307,14,919,4
1308,14,920,4
1309,14,921,5
1310,14,923,5
1311,15,13,1
1312,15,14,4
1313,15,15,4
1314,15,50,5
1315,15,111,4
1316,15,118,1
1317,15,121,3
1318,15,125,5
1319,15,181,5
1320,15,220,4
1321,15,225,3
1322,15,235,1
1323,15,237,3
1324,15,243,1
1325,15,248,1
1326,15,249,1
1327,15,251,2
1328,15,252,2
1329,15,255,5
1330,15,257,4
1331,15,258,3
1332,15,269,5
1333,15,275,4
1334,15,280,3
1335,15,282,3
1336,15,283,4
1337,15,285,4
1338,15,291,3
1339,15,292,5
1340,15,297,3
1341,15,302,4
1342,15,303,3
1343,15,306,5
1344,15,308,5
1345,15,310,4
1346,15,322,3
1347,15,323,1
1348,15,328,3
1349,15,333,1
1350,15,409,3
1351,15,455,1
1352,15,472,3
1353,15,546,2
1354,15,676,4
1355,15,690,4
1356,15,748,3
1357,15,823,2
1358,15,845,2
1359,15,866,4
1360,15,879,3
1361,15,925,2
1362,15,926,1
1363,15,927,4
1364,15,928,1
1365,15,930,2
1366,15,931,1
1367,15,934,4
1368,15,935,3
1369,15,936,5
1370,15,938,3
1371,16,1,5
1372,16,4,5
1373,16,11,5
1374,16,12,5
1375,16,15,5
1376,16,33,2
1377,16,39,5
1378,16,58,4
1379,16,66,4
1380,16,71,5
1381,16,79,5
1382,16,87,4
1383,16,95,5
1384,16,98,5
1385,16,100,5
1386,16,109,4
1387,16,125,3
1388,16,127,5
1389,16,135,4
1390,16,143,5
1391,16,152,4
1392,16,158,4
1393,16,172,5
1394,16,180,5
1395,16,199,5
1396,16,200,5
1397,16,202,5
1398,16,204,5
1399,16,208,5
1400,16,216,5
1401,16,227,5
1402,16,234,5
1403,16,237,5
1404,16,240,4
1405,16,273,5
1406,16,282,5
1407,16,286,2
1408,16,302,5
1409,16,321,3
1410,16,367,3
1411,16,385,5
1412,16,404,5
1413,16,410,5
1414,16,423,5
1415,16,427,5
1416,16,448,5
1417,16,467,5
1418,16,469,3
1419,16,476,3
1420,16,480,5
1421,16,498,5
1422,16,502,4
1423,16,509,2
1424,16,510,4
1425,16,531,5
1426,16,583,4
1427,16,591,4
1428,16,642,5
1429,16,661,4
1430,16,684,5
1431,16,732,5
1432,16,770,3
1433,16,939,4
1434,16,941,1
1435,16,943,3
1436,16,945,4
1437,16,946,5
1438,16,947,4
1439,16,948,3
1440,17,7,4
1441,17,100,4
1442,17,111,3
1443,17,117,3
1444,17,126,4
1445,17,137,4
1446,17,150,5
1447,17,221,2
1448,17,222,3
1449,17,243,1
1450,17,269,4
1451,17,276,4
1452,17,286,3
1453,17,294,4
1454,17,323,1
1455,17,471,2
1456,17,475,4
1457,17,628,1
1458,17,919,4
1459,18,4,3
1460,18,6,5
1461,18,8,5
1462,18,9,5
1463,18,15,4
1464,18,22,5
1465,18,23,4
1466,18,28,3
1467,18,32,2
1468,18,42,3
1469,18,45,5
1470,18,48,4
1471,18,50,4
1472,18,52,5
1473,18,56,5
1474,18,59,4
1475,18,60,4
1476,18,61,4
1477,18,65,5
1478,18,66,3
1479,18,72,3
1480,18,79,4
1481,18,81,3
1482,18,83,5
1483,18,88,3
1484,18,91,3
1485,18,94,3
1486,18,95,4
1487,18,98,5
1488,18,100,5
1489,18,111,3
1490,18,116,5
1491,18,125,3
1492,18,127,5
1493,18,132,5
1494,18,133,5
1495,18,134,5
1496,18,137,5
1497,18,142,4
1498,18,143,4
1499,18,153,4
1500,18,157,3
1501,18,165,4
1502,18,166,4
1503,18,168,3
1504,18,172,3
1505,18,174,4
1506,18,175,4
1507,18,177,3
1508,18,178,3
1509,18,187,5
1510,18,189,5
1511,18,197,4
1512,18,198,3
1513,18,200,3
1514,18,204,3
1515,18,208,4
1516,18,210,5
1517,18,211,5
1518,18,212,5
1519,18,213,5
1520,18,216,4
1521,18,221,5
1522,18,223,5
1523,18,236,3
1524,18,238,5
1525,18,242,5
1526,18,269,5
1527,18,283,5
1528,18,284,3
1529,18,285,5
1530,18,287,4
1531,18,317,5
1532,18,319,4
1533,18,357,4
1534,18,378,3
1535,18,381,4
1536,18,382,3
1537,18,386,2
1538,18,392,3
1539,18,402,3
1540,18,403,3
1541,18,404,4
1542,18,411,3
1543,18,414,4
1544,18,416,5
1545,18,418,3
1546,18,419,3
1547,18,425,3
1548,18,427,5
1549,18,430,4
1550,18,434,3
1551,18,435,4
1552,18,461,4
1553,18,474,4
1554,18,476,3
1555,18,478,5
1556,18,480,4
1557,18,482,5
1558,18,486,3
1559,18,489,4
1560,18,492,4
1561,18,493,5
1562,18,504,5
1563,18,510,4
1564,18,512,5
1565,18,516,5
1566,18,517,2
1567,18,519,4
1568,18,520,4
1569,18,524,4
1570,18,528,4
1571,18,529,5
1572,18,549,4
1573,18,582,5
1574,18,588,4
1575,18,603,3
1576,18,604,5
1577,18,612,4
1578,18,613,5
1579,18,614,4
1580,18,627,3
1581,18,631,5
1582,18,633,5
1583,18,639,4
1584,18,649,3
1585,18,654,4
1586,18,663,4
1587,18,702,3
1588,18,704,3
1589,18,707,3
1590,18,708,3
1591,18,709,5
1592,18,714,4
1593,18,716,5
1594,18,724,4
1595,18,735,4
1596,18,736,4
1597,18,737,3
1598,18,747,3
1599,18,753,4
1600,18,762,3
1601,18,781,3
1602,18,805,4
1603,18,845,3
1604,18,856,5
1605,18,949,3
1606,18,951,3
1607,18,952,2
1608,18,956,5
1609,18,957,3
1610,18,958,5
1611,18,959,3
1612,18,962,4
1613,18,963,5
1614,18,967,3
1615,18,969,3
1616,18,972,3
1617,18,973,3
1618,19,8,5
1619,19,202,4
1620,19,210,3
1621,19,211,4
1622,19,268,2
1623,19,288,3
1624,19,294,3
1625,19,319,4
1626,19,325,4
1627,19,887,4
1628,20,15,4
1629,20,22,5
1630,20,50,3
1631,20,82,4
1632,20,94,2
1633,20,143,3
1634,20,148,5
1635,20,151,3
1636,20,174,4
1637,20,181,4
1638,20,204,3
1639,20,210,4
1640,20,243,4
1641,20,274,4
1642,20,323,4
1643,20,357,1
1644,20,378,3
1645,20,423,2
1646,20,496,5
1647,20,498,3
1648,20,588,4
1649,20,633,4
1650,20,763,1
1651,20,820,2
1652,20,866,1
1653,20,934,4
1654,21,1,5
1655,21,5,2
1656,21,7,5
1657,21,9,5
1658,21,15,4
1659,21,17,4
1660,21,50,3
1661,21,53,4
1662,21,123,4
